Rodando fsm-lite v2_4 saida GZ: para 100 amostras com 600 de maximo as 2025-08-04_23-13-14.
timestamp	cpu	mem	vsz	rss
1754359994	0.0	0.0	9640	1788
1754359994	0,00	8	0,00	0,00
1754360025	0.0	0.0	9640	1788
1754360025	0,00	8	0,00	0,00
1754360056	0.0	0.0	9640	1788
1754360056	0,00	8	0,00	0,00
1754360087	0.0	0.0	9640	1788
1754360087	0,00	8	0,00	0,00
1754360118	0.0	0.0	9640	1788
1754360118	0,00	8	0,00	0,00
1754360150	0.0	0.0	9640	1788
1754360150	0,00	8	0,00	0,00
1754360181	0.0	0.0	9640	1788
1754360181	0,00	8	0,00	0,00
1754360212	0.0	0.0	9640	1788
1754360212	0,00	8	0,00	0,00
1754360243	0.0	0.0	9640	1788
1754360243	0,00	8	0,00	0,00
1754360274	0.0	0.0	9640	1788
1754360274	0,00	8	0,00	0,00
1754360305	0.0	0.0	9640	1788
1754360305	0,00	8	0,00	0,00
1754360336	0.0	0.0	9640	1788
1754360336	0,00	8	0,00	0,00
1754360367	0.0	0.0	9640	1788
1754360367	0,00	8	0,00	0,00
1754360399	0.0	0.0	9640	1788
1754360399	0,00	8	0,00	0,00
1754360430	0.0	0.0	9640	1788
1754360430	0,00	8	0,00	0,00
1754360461	0.0	0.0	9640	1788
1754360461	0,00	8	0,00	0,00
1754360492	0.0	0.0	9640	1788
1754360492	0,00	8	0,00	0,00
1754360523	0.0	0.0	9640	1788
1754360523	0,00	8	0,00	0,00
1754360554	0.0	0.0	9640	1788
1754360554	0,00	8	0,00	0,00
1754360585	0.0	0.0	9640	1788
1754360585	0,00	8	0,00	0,00
1754360617	0.0	0.0	9640	1788
1754360617	0,00	8	0,00	0,00
1754360648	0.0	0.0	9640	1788
1754360648	0,00	8	0,00	0,00
1754360679	0.0	0.0	9640	1788
1754360679	0,00	8	0,00	0,00
1754360710	0.0	0.0	9640	1788
1754360710	0,00	8	0,00	0,00
1754360741	0.0	0.0	9640	1788
1754360741	0,00	8	0,00	0,00
1754360772	0.0	0.0	9640	1788
1754360772	0,00	8	0,00	0,00
1754360803	0.0	0.0	9640	1788
1754360803	0,00	8	0,00	0,00
1754360835	0.0	0.0	9640	1788
1754360835	0,00	8	0,00	0,00
1754360866	0.0	0.0	9640	1788
1754360866	0,00	8	0,00	0,00
1754360897	0.0	0.0	9640	1788
1754360897	0,00	8	0,00	0,00
