Rodando fsm-lite v1_0 saida GZ: para 100 amostras com 50 de maximo as 2025-08-04_06-14-57.
timestamp	cpu	mem	vsz	rss
1754298897	0.0	0.0	9640	1756
1754298897	0,00	138	0,00	0,00
1754298928	0.0	0.0	9640	1756
1754298928	0,00	138	0,00	0,00
1754298959	0.0	0.0	9640	1756
1754298959	0,00	138	0,00	0,00
1754298991	0.0	0.0	9640	1756
1754298991	0,00	138	0,00	0,00
1754299022	0.0	0.0	9640	1756
1754299022	0,00	138	0,00	0,00
1754299053	0.0	0.0	9640	1756
1754299053	0,00	138	0,00	0,00
1754299084	0.0	0.0	9640	1756
1754299084	0,00	138	0,00	0,00
1754299115	0.0	0.0	9640	1756
1754299115	0,00	138	0,00	0,00
1754299146	0.0	0.0	9640	1756
1754299146	0,00	138	0,00	0,00
1754299177	0.0	0.0	9640	1756
1754299177	0,00	138	0,00	0,00
1754299208	0.0	0.0	9640	1756
1754299208	0,00	138	0,00	0,00
1754299240	0.0	0.0	9640	1756
1754299240	0,00	138	0,00	0,00
1754299271	0.0	0.0	9640	1756
1754299271	0,00	138	0,00	0,00
1754299302	0.0	0.0	9640	1756
1754299302	0,00	138	0,00	0,00
1754299333	0.0	0.0	9640	1756
1754299333	0,00	138	0,00	0,00
1754299364	0.0	0.0	9640	1756
1754299364	0,00	138	0,00	0,00
1754299395	0.0	0.0	9640	1756
1754299395	0,00	138	0,00	0,00
1754299426	0.0	0.0	9640	1756
1754299426	0,00	138	0,00	0,00
1754299458	0.0	0.0	9640	1756
1754299458	0,00	138	0,00	0,00
1754299489	0.0	0.0	9640	1756
1754299489	0,00	138	0,00	0,00
1754299520	0.0	0.0	9640	1756
1754299520	0,00	138	0,00	0,00
1754299551	0.0	0.0	9640	1756
1754299551	0,00	138	0,00	0,00
1754299582	0.0	0.0	9640	1756
1754299582	0,00	138	0,00	0,00
1754299613	0.0	0.0	9640	1756
1754299613	0,00	138	0,00	0,00
1754299644	0.0	0.0	9640	1756
1754299644	0,00	138	0,00	0,00
1754299675	0.0	0.0	9640	1756
1754299675	0,00	138	0,00	0,00
1754299707	0.0	0.0	9640	1756
1754299707	0,00	138	0,00	0,00
1754299738	0.0	0.0	9640	1756
1754299738	0,00	138	0,00	0,00
1754299769	0.0	0.0	9640	1756
1754299769	0,00	138	0,00	0,00
1754299800	0.0	0.0	9640	1756
1754299800	0,00	138	0,00	0,00
1754299831	0.0	0.0	9640	1756
1754299831	0,00	138	0,00	0,00
1754299862	0.0	0.0	9640	1756
1754299862	0,00	138	0,00	0,00
1754299893	0.0	0.0	9640	1756
1754299893	0,00	138	0,00	0,00
1754299924	0.0	0.0	9640	1756
1754299924	0,00	138	0,00	0,00
1754299956	0.0	0.0	9640	1756
1754299956	0,00	138	0,00	0,00
1754299987	0.0	0.0	9640	1756
1754299987	0,00	138	0,00	0,00
1754300018	0.0	0.0	9640	1756
1754300018	0,00	138	0,00	0,00
1754300049	0.0	0.0	9640	1756
1754300049	0,00	138	0,00	0,00
1754300080	0.0	0.0	9640	1756
1754300080	0,00	138	0,00	0,00
1754300111	0.0	0.0	9640	1756
1754300111	0,00	138	0,00	0,00
1754300142	0.0	0.0	9640	1756
1754300142	0,00	138	0,00	0,00
1754300173	0.0	0.0	9640	1756
1754300173	0,00	138	0,00	0,00
1754300205	0.0	0.0	9640	1756
1754300205	0,00	138	0,00	0,00
1754300236	0.0	0.0	9640	1756
1754300236	0,00	138	0,00	0,00
1754300267	0.0	0.0	9640	1756
1754300267	0,00	138	0,00	0,00
1754300298	0.0	0.0	9640	1756
1754300298	0,00	138	0,00	0,00
1754300329	0.0	0.0	9640	1756
1754300329	0,00	138	0,00	0,00
1754300360	0.0	0.0	9640	1756
1754300360	0,00	138	0,00	0,00
