Rodando fsm-lite GZ: para 100 amostras com 10 de maximo as 2025-08-03_02-59-20.
timestamp	cpu	mem	vsz	rss
1754200760	0.0	0.0	9640	1816
1754200760	0,00	181	0,00	0,00
1754200791	0.0	0.0	9640	1816
1754200791	0,00	181	0,00	0,00
1754200822	0.0	0.0	9640	1816
1754200822	0,00	181	0,00	0,00
1754200853	0.0	0.0	9640	1816
1754200853	0,00	181	0,00	0,00
1754200884	0.0	0.0	9640	1816
1754200884	0,00	181	0,00	0,00
1754200915	0.0	0.0	9640	1816
1754200915	0,00	181	0,00	0,00
1754200947	0.0	0.0	9640	1816
1754200947	0,00	181	0,00	0,00
1754200978	0.0	0.0	9640	1816
1754200978	0,00	181	0,00	0,00
1754201009	0.0	0.0	9640	1816
1754201009	0,00	181	0,00	0,00
1754201040	0.0	0.0	9640	1816
1754201040	0,00	181	0,00	0,00
1754201071	0.0	0.0	9640	1816
1754201071	0,00	181	0,00	0,00
1754201102	0.0	0.0	9640	1816
1754201102	0,00	181	0,00	0,00
1754201133	0.0	0.0	9640	1816
1754201133	0,00	181	0,00	0,00
1754201164	0.0	0.0	9640	1816
1754201164	0,00	181	0,00	0,00
1754201196	0.0	0.0	9640	1816
1754201196	0,00	181	0,00	0,00
1754201227	0.0	0.0	9640	1816
1754201227	0,00	181	0,00	0,00
1754201258	0.0	0.0	9640	1816
1754201258	0,00	181	0,00	0,00
1754201289	0.0	0.0	9640	1816
1754201289	0,00	181	0,00	0,00
1754201320	0.0	0.0	9640	1816
1754201320	0,00	181	0,00	0,00
1754201351	0.0	0.0	9640	1816
1754201351	0,00	181	0,00	0,00
1754201382	0.0	0.0	9640	1816
1754201382	0,00	181	0,00	0,00
1754201414	0.0	0.0	9640	1816
1754201414	0,00	181	0,00	0,00
1754201445	0.0	0.0	9640	1816
1754201445	0,00	181	0,00	0,00
1754201476	0.0	0.0	9640	1816
1754201476	0,00	181	0,00	0,00
1754201507	0.0	0.0	9640	1816
1754201507	0,00	181	0,00	0,00
1754201538	0.0	0.0	9640	1816
1754201538	0,00	181	0,00	0,00
1754201569	0.0	0.0	9640	1816
1754201569	0,00	181	0,00	0,00
1754201600	0.0	0.0	9640	1816
1754201600	0,00	181	0,00	0,00
1754201631	0.0	0.0	9640	1816
1754201631	0,00	181	0,00	0,00
1754201663	0.0	0.0	9640	1816
1754201663	0,00	181	0,00	0,00
1754201694	0.0	0.0	9640	1816
1754201694	0,00	181	0,00	0,00
1754201725	0.0	0.0	9640	1816
1754201725	0,00	181	0,00	0,00
1754201756	0.0	0.0	9640	1816
1754201756	0,00	181	0,00	0,00
1754201787	0.0	0.0	9640	1816
1754201787	0,00	181	0,00	0,00
1754201818	0.0	0.0	9640	1816
1754201818	0,00	181	0,00	0,00
1754201849	0.0	0.0	9640	1816
1754201849	0,00	181	0,00	0,00
1754201881	0.0	0.0	9640	1816
1754201881	0,00	181	0,00	0,00
1754201912	0.0	0.0	9640	1816
1754201912	0,00	181	0,00	0,00
1754201943	0.0	0.0	9640	1816
1754201943	0,00	181	0,00	0,00
1754201974	0.0	0.0	9640	1816
1754201974	0,00	181	0,00	0,00
1754202005	0.0	0.0	9640	1816
1754202005	0,00	181	0,00	0,00
1754202036	0.0	0.0	9640	1816
1754202036	0,00	181	0,00	0,00
1754202067	0.0	0.0	9640	1816
1754202067	0,00	181	0,00	0,00
1754202098	0.0	0.0	9640	1816
1754202098	0,00	181	0,00	0,00
1754202130	0.0	0.0	9640	1816
1754202130	0,00	181	0,00	0,00
1754202161	0.0	0.0	9640	1816
1754202161	0,00	181	0,00	0,00
1754202192	0.0	0.0	9640	1816
1754202192	0,00	181	0,00	0,00
1754202223	0.0	0.0	9640	1816
1754202223	0,00	181	0,00	0,00
1754202254	0.0	0.0	9640	1816
1754202254	0,00	181	0,00	0,00
