Rodando fsm-lite para 25 amostras.
timestamp	cpu	mem	vsz	rss
1754176398	0.0	0.0	2500	716
1754176398	0,00	152	0,00	0,00
1754176429	0.0	0.0	2500	716
1754176429	0,00	152	0,00	0,00
1754176460	0.0	0.0	2500	716
1754176460	0,00	152	0,00	0,00
1754176491	0.0	0.0	2500	716
1754176491	0,00	152	0,00	0,00
1754176522	0.0	0.0	2500	716
1754176522	0,00	152	0,00	0,00
1754176553	0.0	0.0	2500	716
1754176553	0,00	152	0,00	0,00
1754176584	0.0	0.0	2500	716
1754176584	0,00	152	0,00	0,00
1754176616	0.0	0.0	2500	716
1754176616	0,00	152	0,00	0,00
1754176647	0.0	0.0	2500	716
1754176647	0,00	152	0,00	0,00
1754176678	0.0	0.0	2500	716
1754176678	0,00	152	0,00	0,00
1754176709	0.0	0.0	2500	716
1754176709	0,00	152	0,00	0,00
1754176740	0.0	0.0	2500	716
1754176740	0,00	152	0,00	0,00
1754176771	0.0	0.0	2500	716
1754176771	0,00	152	0,00	0,00
1754176802	0.0	0.0	2500	716
1754176802	0,00	152	0,00	0,00
1754176834	0.0	0.0	2500	716
1754176834	0,00	152	0,00	0,00
1754176865	0.0	0.0	2500	716
1754176865	0,00	152	0,00	0,00
1754176896	0.0	0.0	2500	716
1754176896	0,00	152	0,00	0,00
1754176927	0.0	0.0	2500	716
1754176927	0,00	152	0,00	0,00
1754176958	0.0	0.0	2500	716
1754176958	0,00	152	0,00	0,00
1754176989	0.0	0.0	2500	716
1754176989	0,00	152	0,00	0,00
1754177020	0.0	0.0	2500	716
1754177020	0,00	152	0,00	0,00
1754177051	0.0	0.0	2500	716
1754177051	0,00	152	0,00	0,00
1754177083	0.0	0.0	2500	716
1754177083	0,00	152	0,00	0,00
