Rodando fsm-lite GZ: para 25 amostras com 50 de maximo as 2025-08-02_23-56-41.
timestamp	cpu	mem	vsz	rss
1754189801	0.0	0.0	9640	1808
1754189801	0,00	57	0,00	0,00
1754189832	0.0	0.0	9640	1808
1754189832	0,00	57	0,00	0,00
1754189863	0.0	0.0	9640	1808
1754189863	0,00	57	0,00	0,00
1754189894	0.0	0.0	9640	1808
1754189894	0,00	57	0,00	0,00
1754189925	0.0	0.0	9640	1808
1754189925	0,00	57	0,00	0,00
1754189957	0.0	0.0	9640	1808
1754189957	0,00	57	0,00	0,00
1754189988	0.0	0.0	9640	1808
1754189988	0,00	57	0,00	0,00
1754190019	0.0	0.0	9640	1808
1754190019	0,00	57	0,00	0,00
1754190050	0.0	0.0	9640	1808
1754190050	0,00	57	0,00	0,00
1754190081	0.0	0.0	9640	1808
1754190081	0,00	57	0,00	0,00
1754190112	0.0	0.0	9640	1808
1754190112	0,00	57	0,00	0,00
1754190143	0.0	0.0	9640	1808
1754190143	0,00	57	0,00	0,00
1754190175	0.0	0.0	9640	1808
1754190175	0,00	57	0,00	0,00
