Rodando fsm-lite v1_0 saida TXT: para 50 amostras com 600 de maximo as 2025-08-04_04-30-40.
timestamp	cpu	mem	vsz	rss
1754292640	0.0	0.0	2500	716
1754292640	0,00	1	0,00	0,00
1754292671	0.0	0.0	2500	716
1754292671	0,00	1	0,00	0,00
1754292702	0.0	0.0	2500	716
1754292702	0,00	1	0,00	0,00
1754292733	0.0	0.0	2500	716
1754292733	0,00	1	0,00	0,00
1754292764	0.0	0.0	2500	716
1754292764	0,00	1	0,00	0,00
1754292795	0.0	0.0	2500	716
1754292795	0,00	1	0,00	0,00
1754292827	0.0	0.0	2500	716
1754292827	0,00	1	0,00	0,00
1754292858	0.0	0.0	2500	716
1754292858	0,00	1	0,00	0,00
1754292889	0.0	0.0	2500	716
1754292889	0,00	1	0,00	0,00
1754292920	0.0	0.0	2500	716
1754292920	0,00	1	0,00	0,00
1754292951	0.0	0.0	2500	716
1754292951	0,00	1	0,00	0,00
1754292982	0.0	0.0	2500	716
1754292982	0,00	1	0,00	0,00
1754293013	0.0	0.0	2500	716
1754293013	0,00	1	0,00	0,00
1754293045	0.0	0.0	2500	716
1754293045	0,00	1	0,00	0,00
1754293076	0.0	0.0	2500	716
1754293076	0,00	1	0,00	0,00
1754293107	0.0	0.0	2500	716
1754293107	0,00	1	0,00	0,00
1754293138	0.0	0.0	2500	716
1754293138	0,00	1	0,00	0,00
1754293169	0.0	0.0	2500	716
1754293169	0,00	1	0,00	0,00
1754293200	0.0	0.0	2500	716
1754293200	0,00	1	0,00	0,00
1754293231	0.0	0.0	2500	716
1754293231	0,00	1	0,00	0,00
1754293262	0.0	0.0	2500	716
1754293262	0,00	1	0,00	0,00
1754293294	0.0	0.0	2500	716
1754293294	0,00	1	0,00	0,00
1754293325	0.0	0.0	2500	716
1754293325	0,00	1	0,00	0,00
1754293356	0.0	0.0	2500	716
1754293356	0,00	1	0,00	0,00
1754293387	0.0	0.0	2500	716
1754293387	0,00	1	0,00	0,00
1754293418	0.0	0.0	2500	716
1754293418	0,00	1	0,00	0,00
1754293449	0.0	0.0	2500	716
1754293449	0,00	1	0,00	0,00
1754293480	0.0	0.0	2500	716
1754293480	0,00	1	0,00	0,00
1754293511	0.0	0.0	2500	716
1754293511	0,00	1	0,00	0,00
