Rodando fsm-lite v1_0 saida GZ: para 250 amostras com 600 de maximo as 2025-08-04_14-42-59.
timestamp	cpu	mem	vsz	rss
1754329379	0.0	0.0	9640	2376
1754329379	0,00	71	0,00	0,00
1754329410	0.0	0.0	9640	2376
1754329410	0,00	71	0,00	0,00
1754329441	0.0	0.0	9640	2376
1754329441	0,00	71	0,00	0,00
1754329472	0.0	0.0	9640	2376
1754329472	0,00	71	0,00	0,00
1754329503	0.0	0.0	9640	2376
1754329503	0,00	71	0,00	0,00
1754329534	0.0	0.0	9640	2376
1754329534	0,00	71	0,00	0,00
1754329565	0.0	0.0	9640	2376
1754329565	0,00	71	0,00	0,00
1754329597	0.0	0.0	9640	2376
1754329597	0,00	71	0,00	0,00
1754329628	0.0	0.0	9640	2376
1754329628	0,00	71	0,00	0,00
1754329659	0.0	0.0	9640	2376
1754329659	0,00	71	0,00	0,00
1754329690	0.0	0.0	9640	2376
1754329690	0,00	71	0,00	0,00
1754329721	0.0	0.0	9640	2376
1754329721	0,00	71	0,00	0,00
1754329752	0.0	0.0	9640	2376
1754329752	0,00	71	0,00	0,00
1754329783	0.0	0.0	9640	2376
1754329783	0,00	71	0,00	0,00
1754329814	0.0	0.0	9640	2376
1754329814	0,00	71	0,00	0,00
1754329846	0.0	0.0	9640	2376
1754329846	0,00	71	0,00	0,00
1754329877	0.0	0.0	9640	2376
1754329877	0,00	71	0,00	0,00
1754329908	0.0	0.0	9640	2376
1754329908	0,00	71	0,00	0,00
1754329939	0.0	0.0	9640	2376
1754329939	0,00	71	0,00	0,00
1754329970	0.0	0.0	9640	2376
1754329970	0,00	71	0,00	0,00
1754330001	0.0	0.0	9640	2376
1754330001	0,00	71	0,00	0,00
1754330032	0.0	0.0	9640	2376
1754330032	0,00	71	0,00	0,00
1754330063	0.0	0.0	9640	2376
1754330063	0,00	71	0,00	0,00
1754330095	0.0	0.0	9640	2376
1754330095	0,00	71	0,00	0,00
1754330126	0.0	0.0	9640	2376
1754330126	0,00	71	0,00	0,00
1754330157	0.0	0.0	9640	2376
1754330157	0,00	71	0,00	0,00
1754330188	0.0	0.0	9640	2376
1754330188	0,00	71	0,00	0,00
1754330219	0.0	0.0	9640	2376
1754330219	0,00	71	0,00	0,00
1754330250	0.0	0.0	9640	2376
1754330250	0,00	71	0,00	0,00
1754330281	0.0	0.0	9640	2376
1754330281	0,00	71	0,00	0,00
1754330313	0.0	0.0	9640	2376
1754330313	0,00	71	0,00	0,00
1754330344	0.0	0.0	9640	2376
1754330344	0,00	71	0,00	0,00
1754330375	0.0	0.0	9640	2376
1754330375	0,00	71	0,00	0,00
1754330406	0.0	0.0	9640	2376
1754330406	0,00	71	0,00	0,00
1754330437	0.0	0.0	9640	2376
1754330437	0,00	71	0,00	0,00
1754330468	0.0	0.0	9640	2376
1754330468	0,00	71	0,00	0,00
1754330499	0.0	0.0	9640	2376
1754330499	0,00	71	0,00	0,00
1754330531	0.0	0.0	9640	2376
1754330531	0,00	71	0,00	0,00
1754330562	0.0	0.0	9640	2376
1754330562	0,00	71	0,00	0,00
1754330593	0.0	0.0	9640	2376
1754330593	0,00	71	0,00	0,00
1754330624	0.0	0.0	9640	2376
1754330624	0,00	71	0,00	0,00
1754330655	0.0	0.0	9640	2376
1754330655	0,00	71	0,00	0,00
1754330686	0.0	0.0	9640	2376
1754330686	0,00	71	0,00	0,00
1754330717	0.0	0.0	9640	2376
1754330717	0,00	71	0,00	0,00
1754330748	0.0	0.0	9640	2376
1754330748	0,00	71	0,00	0,00
1754330780	0.0	0.0	9640	2376
1754330780	0,00	71	0,00	0,00
1754330811	0.0	0.0	9640	2376
1754330811	0,00	71	0,00	0,00
1754330842	0.0	0.0	9640	2376
1754330842	0,00	71	0,00	0,00
1754330873	0.0	0.0	9640	2376
1754330873	0,00	71	0,00	0,00
1754330904	0.0	0.0	9640	2376
1754330904	0,00	71	0,00	0,00
1754330935	0.0	0.0	9640	2376
1754330935	0,00	71	0,00	0,00
1754330966	0.0	0.0	9640	2376
1754330966	0,00	71	0,00	0,00
1754330998	0.0	0.0	9640	2376
1754330998	0,00	71	0,00	0,00
1754331029	0.0	0.0	9640	2376
1754331029	0,00	71	0,00	0,00
1754331060	0.0	0.0	9640	2376
1754331060	0,00	71	0,00	0,00
1754331091	0.0	0.0	9640	2376
1754331091	0,00	71	0,00	0,00
1754331122	0.0	0.0	9640	2376
1754331122	0,00	71	0,00	0,00
1754331153	0.0	0.0	9640	2376
1754331153	0,00	71	0,00	0,00
1754331184	0.0	0.0	9640	2376
1754331184	0,00	71	0,00	0,00
1754331215	0.0	0.0	9640	2376
1754331215	0,00	71	0,00	0,00
1754331247	0.0	0.0	9640	2376
1754331247	0,00	71	0,00	0,00
1754331278	0.0	0.0	9640	2376
1754331278	0,00	71	0,00	0,00
1754331309	0.0	0.0	9640	2376
1754331309	0,00	71	0,00	0,00
1754331340	0.0	0.0	9640	2376
1754331340	0,00	71	0,00	0,00
1754331371	0.0	0.0	9640	2376
1754331371	0,00	71	0,00	0,00
1754331402	0.0	0.0	9640	2376
1754331402	0,00	71	0,00	0,00
1754331433	0.0	0.0	9640	2376
1754331433	0,00	71	0,00	0,00
1754331465	0.0	0.0	9640	2376
1754331465	0,00	71	0,00	0,00
1754331496	0.0	0.0	9640	2376
1754331496	0,00	71	0,00	0,00
1754331527	0.0	0.0	9640	2376
1754331527	0,00	71	0,00	0,00
1754331558	0.0	0.0	9640	2376
1754331558	0,00	71	0,00	0,00
1754331589	0.0	0.0	9640	2376
1754331589	0,00	71	0,00	0,00
1754331620	0.0	0.0	9640	2376
1754331620	0,00	71	0,00	0,00
1754331651	0.0	0.0	9640	2376
1754331651	0,00	71	0,00	0,00
1754331682	0.0	0.0	9640	2376
1754331682	0,00	71	0,00	0,00
1754331714	0.0	0.0	9640	2376
1754331714	0,00	71	0,00	0,00
1754331745	0.0	0.0	9640	2376
1754331745	0,00	71	0,00	0,00
1754331776	0.0	0.0	9640	2376
1754331776	0,00	71	0,00	0,00
1754331807	0.0	0.0	9640	2376
1754331807	0,00	71	0,00	0,00
1754331838	0.0	0.0	9640	2376
1754331838	0,00	71	0,00	0,00
1754331869	0.0	0.0	9640	2376
1754331869	0,00	71	0,00	0,00
1754331900	0.0	0.0	9640	2376
1754331900	0,00	71	0,00	0,00
1754331932	0.0	0.0	9640	2376
1754331932	0,00	71	0,00	0,00
1754331963	0.0	0.0	9640	2376
1754331963	0,00	71	0,00	0,00
1754331994	0.0	0.0	9640	2376
1754331994	0,00	71	0,00	0,00
1754332025	0.0	0.0	9640	2376
1754332025	0,00	71	0,00	0,00
1754332056	0.0	0.0	9640	2376
1754332056	0,00	71	0,00	0,00
1754332087	0.0	0.0	9640	2376
1754332087	0,00	71	0,00	0,00
1754332118	0.0	0.0	9640	2376
1754332118	0,00	71	0,00	0,00
1754332149	0.0	0.0	9640	2376
1754332149	0,00	71	0,00	0,00
1754332181	0.0	0.0	9640	2376
1754332181	0,00	71	0,00	0,00
1754332212	0.0	0.0	9640	2376
1754332212	0,00	71	0,00	0,00
1754332243	0.0	0.0	9640	2376
1754332243	0,00	71	0,00	0,00
1754332274	0.0	0.0	9640	2376
1754332274	0,00	71	0,00	0,00
1754332305	0.0	0.0	9640	2376
1754332305	0,00	71	0,00	0,00
1754332336	0.0	0.0	9640	2376
1754332336	0,00	71	0,00	0,00
1754332367	0.0	0.0	9640	2376
1754332367	0,00	71	0,00	0,00
1754332398	0.0	0.0	9640	2376
1754332398	0,00	71	0,00	0,00
1754332430	0.0	0.0	9640	2376
1754332430	0,00	71	0,00	0,00
1754332461	0.0	0.0	9640	2376
1754332461	0,00	71	0,00	0,00
1754332492	0.0	0.0	9640	2376
1754332492	0,00	71	0,00	0,00
1754332523	0.0	0.0	9640	2376
1754332523	0,00	71	0,00	0,00
1754332554	0.0	0.0	9640	2376
1754332554	0,00	71	0,00	0,00
1754332585	0.0	0.0	9640	2376
1754332585	0,00	71	0,00	0,00
1754332616	0.0	0.0	9640	2376
1754332616	0,00	71	0,00	0,00
1754332648	0.0	0.0	9640	2376
1754332648	0,00	71	0,00	0,00
1754332679	0.0	0.0	9640	2376
1754332679	0,00	71	0,00	0,00
1754332710	0.0	0.0	9640	2376
1754332710	0,00	71	0,00	0,00
1754332741	0.0	0.0	9640	2376
1754332741	0,00	71	0,00	0,00
1754332772	0.0	0.0	9640	2376
1754332772	0,00	71	0,00	0,00
1754332803	0.0	0.0	9640	2376
1754332803	0,00	71	0,00	0,00
1754332834	0.0	0.0	9640	2376
1754332834	0,00	71	0,00	0,00
1754332865	0.0	0.0	9640	2376
1754332865	0,00	71	0,00	0,00
1754332897	0.0	0.0	9640	2376
1754332897	0,00	71	0,00	0,00
1754332928	0.0	0.0	9640	2376
1754332928	0,00	71	0,00	0,00
1754332959	0.0	0.0	9640	2376
1754332959	0,00	71	0,00	0,00
1754332990	0.0	0.0	9640	2376
1754332990	0,00	71	0,00	0,00
1754333021	0.0	0.0	9640	2376
1754333021	0,00	71	0,00	0,00
1754333052	0.0	0.0	9640	2376
1754333052	0,00	71	0,00	0,00
1754333083	0.0	0.0	9640	2376
1754333083	0,00	71	0,00	0,00
1754333115	0.0	0.0	9640	2376
1754333115	0,00	71	0,00	0,00
1754333146	0.0	0.0	9640	2376
