Rodando fsm-lite v1_0 saida GZ: para 50 amostras com 10 de maximo as 2025-08-03_18-18-33.
timestamp	cpu	mem	vsz	rss
1754255913	0.0	0.0	9640	1748
1754255913	0,00	73	0,00	0,00
1754255944	0.0	0.0	9640	1748
1754255944	0,00	73	0,00	0,00
1754255976	0.0	0.0	9640	1748
1754255976	0,00	73	0,00	0,00
1754256007	0.0	0.0	9640	1748
1754256007	0,00	73	0,00	0,00
1754256038	0.0	0.0	9640	1748
1754256038	0,00	73	0,00	0,00
1754256069	0.0	0.0	9640	1748
1754256069	0,00	73	0,00	0,00
1754256100	0.0	0.0	9640	1748
1754256100	0,00	73	0,00	0,00
1754256131	0.0	0.0	9640	1748
1754256131	0,00	73	0,00	0,00
1754256162	0.0	0.0	9640	1748
1754256162	0,00	73	0,00	0,00
1754256193	0.0	0.0	9640	1748
1754256193	0,00	73	0,00	0,00
1754256225	0.0	0.0	9640	1748
1754256225	0,00	73	0,00	0,00
1754256256	0.0	0.0	9640	1748
1754256256	0,00	73	0,00	0,00
1754256287	0.0	0.0	9640	1748
1754256287	0,00	73	0,00	0,00
1754256318	0.0	0.0	9640	1748
1754256318	0,00	73	0,00	0,00
1754256349	0.0	0.0	9640	1748
1754256349	0,00	73	0,00	0,00
1754256380	0.0	0.0	9640	1748
1754256380	0,00	73	0,00	0,00
1754256411	0.0	0.0	9640	1748
1754256411	0,00	73	0,00	0,00
1754256443	0.0	0.0	9640	1748
1754256443	0,00	73	0,00	0,00
1754256474	0.0	0.0	9640	1748
1754256474	0,00	73	0,00	0,00
1754256505	0.0	0.0	9640	1748
1754256505	0,00	73	0,00	0,00
1754256536	0.0	0.0	9640	1748
1754256536	0,00	73	0,00	0,00
1754256567	0.0	0.0	9640	1748
1754256567	0,00	73	0,00	0,00
1754256598	0.0	0.0	9640	1748
1754256598	0,00	73	0,00	0,00
1754256629	0.0	0.0	9640	1748
1754256629	0,00	73	0,00	0,00
1754256660	0.0	0.0	9640	1748
1754256660	0,00	73	0,00	0,00
1754256692	0.0	0.0	9640	1748
1754256692	0,00	73	0,00	0,00
1754256723	0.0	0.0	9640	1748
1754256723	0,00	73	0,00	0,00
1754256754	0.0	0.0	9640	1748
1754256754	0,00	73	0,00	0,00
