Rodando fsm-lite v1_0 saida TXT: para 10 amostras com 50 de maximo as 2025-08-03_16-44-07.
timestamp	cpu	mem	vsz	rss
1754250247	0.0	0.0	2500	716
1754250247	0,00	58	0,00	0,00
1754250278	0.0	0.0	2500	716
1754250278	0,00	58	0,00	0,00
1754250309	0.0	0.0	2500	716
1754250309	0,00	58	0,00	0,00
1754250341	0.0	0.0	2500	716
1754250341	0,00	58	0,00	0,00
1754250372	0.0	0.0	2500	716
1754250372	0,00	58	0,00	0,00
1754250403	0.0	0.0	2500	716
1754250403	0,00	58	0,00	0,00
1754250434	0.0	0.0	2500	716
1754250434	0,00	58	0,00	0,00
1754250465	0.0	0.0	2500	716
1754250465	0,00	58	0,00	0,00
1754250496	0.0	0.0	2500	716
1754250496	0,00	58	0,00	0,00
