Rodando fsm-lite v1_0 saida TXT: para 100 amostras com 600 de maximo as 2025-08-03_22-30-43.
timestamp	cpu	mem	vsz	rss
1754271043	0.0	0.0	2500	720
1754271043	0,00	144	0,00	0,00
1754271075	0.0	0.0	2500	720
1754271075	0,00	144	0,00	0,00
1754271106	0.0	0.0	2500	720
1754271106	0,00	144	0,00	0,00
1754271137	0.0	0.0	2500	720
1754271137	0,00	144	0,00	0,00
1754271168	0.0	0.0	2500	720
1754271168	0,00	144	0,00	0,00
1754271199	0.0	0.0	2500	720
1754271199	0,00	144	0,00	0,00
1754271230	0.0	0.0	2500	720
1754271230	0,00	144	0,00	0,00
1754271261	0.0	0.0	2500	720
1754271261	0,00	144	0,00	0,00
1754271292	0.0	0.0	2500	720
1754271292	0,00	144	0,00	0,00
1754271324	0.0	0.0	2500	720
1754271324	0,00	144	0,00	0,00
1754271355	0.0	0.0	2500	720
1754271355	0,00	144	0,00	0,00
1754271386	0.0	0.0	2500	720
1754271386	0,00	144	0,00	0,00
1754271417	0.0	0.0	2500	720
1754271417	0,00	144	0,00	0,00
1754271448	0.0	0.0	2500	720
1754271448	0,00	144	0,00	0,00
1754271479	0.0	0.0	2500	720
1754271479	0,00	144	0,00	0,00
1754271510	0.0	0.0	2500	720
1754271510	0,00	144	0,00	0,00
1754271542	0.0	0.0	2500	720
1754271542	0,00	144	0,00	0,00
1754271573	0.0	0.0	2500	720
1754271573	0,00	144	0,00	0,00
1754271604	0.0	0.0	2500	720
1754271604	0,00	144	0,00	0,00
1754271635	0.0	0.0	2500	720
1754271635	0,00	144	0,00	0,00
1754271666	0.0	0.0	2500	720
1754271666	0,00	144	0,00	0,00
1754271697	0.0	0.0	2500	720
1754271697	0,00	144	0,00	0,00
1754271728	0.0	0.0	2500	720
1754271728	0,00	144	0,00	0,00
1754271760	0.0	0.0	2500	720
1754271760	0,00	144	0,00	0,00
1754271791	0.0	0.0	2500	720
1754271791	0,00	144	0,00	0,00
1754271822	0.0	0.0	2500	720
1754271822	0,00	144	0,00	0,00
1754271853	0.0	0.0	2500	720
1754271853	0,00	144	0,00	0,00
1754271884	0.0	0.0	2500	720
1754271884	0,00	144	0,00	0,00
1754271915	0.0	0.0	2500	720
1754271915	0,00	144	0,00	0,00
1754271946	0.0	0.0	2500	720
1754271946	0,00	144	0,00	0,00
1754271977	0.0	0.0	2500	720
1754271977	0,00	144	0,00	0,00
1754272009	0.0	0.0	2500	720
1754272009	0,00	144	0,00	0,00
1754272040	0.0	0.0	2500	720
1754272040	0,00	144	0,00	0,00
1754272071	0.0	0.0	2500	720
1754272071	0,00	144	0,00	0,00
1754272102	0.0	0.0	2500	720
1754272102	0,00	144	0,00	0,00
1754272133	0.0	0.0	2500	720
1754272133	0,00	144	0,00	0,00
1754272164	0.0	0.0	2500	720
1754272164	0,00	144	0,00	0,00
1754272195	0.0	0.0	2500	720
1754272195	0,00	144	0,00	0,00
1754272226	0.0	0.0	2500	720
1754272226	0,00	144	0,00	0,00
1754272258	0.0	0.0	2500	720
1754272258	0,00	144	0,00	0,00
1754272289	0.0	0.0	2500	720
1754272289	0,00	144	0,00	0,00
1754272320	0.0	0.0	2500	720
1754272320	0,00	144	0,00	0,00
1754272351	0.0	0.0	2500	720
1754272351	0,00	144	0,00	0,00
1754272382	0.0	0.0	2500	720
1754272382	0,00	144	0,00	0,00
1754272413	0.0	0.0	2500	720
1754272413	0,00	144	0,00	0,00
1754272444	0.0	0.0	2500	720
1754272444	0,00	144	0,00	0,00
1754272476	0.0	0.0	2500	720
1754272476	0,00	144	0,00	0,00
1754272507	0.0	0.0	2500	720
1754272507	0,00	144	0,00	0,00
1754272538	0.0	0.0	2500	720
1754272538	0,00	144	0,00	0,00
