Rodando fsm-lite v2_3 saida TXT: para 25 amostras com 600 de maximo as 2025-08-06_06-33-27.
timestamp	cpu	mem	vsz	rss
1754472807	0.0	0.0	2500	716
1754472807	0,00	15	0,00	0,00
1754472838	0.0	0.0	2500	716
1754472838	0,00	15	0,00	0,00
1754472869	0.0	0.0	2500	716
1754472869	0,00	15	0,00	0,00
1754472900	0.0	0.0	2500	716
1754472900	0,00	15	0,00	0,00
1754472931	0.0	0.0	2500	716
1754472931	0,00	15	0,00	0,00
1754472963	0.0	0.0	2500	716
1754472963	0,00	15	0,00	0,00
1754472994	0.0	0.0	2500	716
1754472994	0,00	15	0,00	0,00
1754473025	0.0	0.0	2500	716
1754473025	0,00	15	0,00	0,00
1754473056	0.0	0.0	2500	716
1754473056	0,00	15	0,00	0,00
1754473087	0.0	0.0	2500	716
1754473087	0,00	15	0,00	0,00
1754473118	0.0	0.0	2500	716
1754473118	0,00	15	0,00	0,00
1754473149	0.0	0.0	2500	716
1754473149	0,00	15	0,00	0,00
1754473180	0.0	0.0	2500	716
1754473180	0,00	15	0,00	0,00
1754473212	0.0	0.0	2500	716
1754473212	0,00	15	0,00	0,00
1754473243	0.0	0.0	2500	716
1754473243	0,00	15	0,00	0,00
1754473274	0.0	0.0	2500	716
1754473274	0,00	15	0,00	0,00
1754473305	0.0	0.0	2500	716
1754473305	0,00	15	0,00	0,00
1754473336	0.0	0.0	2500	716
1754473336	0,00	15	0,00	0,00
1754473367	0.0	0.0	2500	716
1754473367	0,00	15	0,00	0,00
1754473398	0.0	0.0	2500	716
1754473398	0,00	15	0,00	0,00
1754473430	0.0	0.0	2500	716
1754473430	0,00	15	0,00	0,00
1754473461	0.0	0.0	2500	716
1754473461	0,00	15	0,00	0,00
1754473492	0.0	0.0	2500	716
1754473492	0,00	15	0,00	0,00
1754473523	0.0	0.0	2500	716
1754473523	0,00	15	0,00	0,00
1754473554	0.0	0.0	2500	716
1754473554	0,00	15	0,00	0,00
1754473585	0.0	0.0	2500	716
1754473585	0,00	15	0,00	0,00
1754473616	0.0	0.0	2500	716
1754473616	0,00	15	0,00	0,00
1754473648	0.0	0.0	2500	716
1754473648	0,00	15	0,00	0,00
